line	page	week	num_likes	domain	outlet	title	description	contenttype	image	url	text	id	right_of_center
144	Pegida	17	628	bz-berlin.de		Was macht die Linke bei der Hamas-Konferenz?	Am Sonnabend trafen sich 3000 Sympathisanten der Islamistengruppe in Berlin. Mittendrin: Ein Werbe-Stand der Linkspartei...	article	http://www.bz-berlin.de/data/uploads/2015/04/dsc_3459_1429990171-768x432.jpg	http://www.bz-berlin.de/berlin/treptow-koepenick/was-macht-die-linke-bei-der-hamas-konferenz	Treptow Am Sonnabend trafen sich 3000 Sympathisanten der Islamistengruppe in Berlin. Mittendrin: Ein Werbe-Stand der Linkspartei... Islamisten-Konferenz in Berlin. Am Sonnabend kamen wie angekündigt mehrere Tausend Anhänger der islamistischen Hamas in die Hauptstadt. Mit dabei: die Linkspartei. Die Arena in Treptow: Tausende kamen zur „13. Konferenz der Palästinenser in Europa“. Die Veranstalter stehen laut Verfassungsschutz der Hamas nahe, die in der EU als terroristische Vereinigung eingestuft ist. Inmitten der Halle: ein Stand der Linkspartei, mit Werbematerial und Mitgliedsanträgen. Er solidarisiere sich eben mit den Palästinensern, erklärt der Linkspartei-Mann dahinter. Angesprochen auf die Veranstalter, erklärt er: „Ja, hier laufen auch einige Hamas-Mitglieder herum, ich habe damit kein Problem, es ist alles friedlich.“ Neben dem Linkspartei-Stand befand sich eine große Fotoausstellung, gezeigt wurden Bilder aus Gaza. Auf einem der großen Fotos wurde 17 „getöteter Journalisten“ gedacht. Das Problem: Der Großteil der angeführten „Journalisten“ waren bewaffnete Hamas-Kämpfer. Hakan Tas auf der Gegenveranstaltung Etwa Abdallah Murtaghi. Er war Mitglied der Qassam-Brigaden, des bewaffneten Flügels der Hamas. Fotos zeigen den angeblichen „Journalisten“ mit Sturmgewehr und Stirnband der islamistischen Terrorgruppe. Überall in der Halle präsent: eine Landkarte, auf der der Staat Israel ausgelöscht ist – eine klare Absage an die Zwei-Staaten-Lösung. Gegen solcherlei Hass gab es jedoch auch Widerstand: Das Bündnis „Berlin gegen Hamas“ demonstrierte mit 200 Teilnehmern, darunter Volker Beck (Grüne), Jan Stöß (SPD) und Hakan Tas (Linkspartei). Bündnissprecher Sebastian Mohr zur B.Z.: „Wir haben gezeigt, dass Islamisten in Berlin nicht willkommen sind.“ 250 Polizisten schützten die Gegendemonstranten vor den Teilnehmern der Hass-Konferenz. Diesen Artikel teilen: 	144	True
146	Pegida	17	453	youtube.com	YouTube	Dr. Alfons Proebstl 65 - Kasse machen!	Wenn sie den Versicherungsvertreter fragen, dann ist der Tod NICHT das Schlimmste, was ihnen passieren kann... Hallo liebe Ladies und Germanies, Der Arzt sag...	video	https://i.ytimg.com/vi/ga4X--LLRME/maxresdefault.jpg	https://www.youtube.com/watch?v=ga4X--LLRME		146	True
147	Pegida	17	0	sz-online.de	SZ-Online	NPD empfiehlt die Wahl Festerlings	Der Kreisvorstand der rechtsextremen Partei verzichtet auf einen eigenen OB-Kandidaten. Pegida-Chef Lutz Bachmann gefällt das nicht.	article	http://m.sz-online.de/bilder/pegidas-ob-kandidatin-tatjana-festerling-1467105h.jpg	http://m.sz-online.de/nachrichten/npd-empfiehlt-die-wahl-festerlings-3085631.html	Montag, 20.04.2015 NPD empfiehlt die Wahl Festerlings Der Kreisvorstand der rechtsextremen Partei verzichtet auf einen eigenen OB-Kandidaten. Pegida-Chef Lutz Bachmann gefällt das nicht. Pegidas OB-Kandidatin Tatjana Festerling. © REUTERS Die NPD unterstützt den Wahlkampf von Tatjana Festerling als OB-Kandidatin. Die NPD verzichte auf einen eigenen Kandidaten und empfiehlt stattdessen die Pegida-Frau. Das gab der Kreisvorstand der NPD Dresden in einer Mitteilung auf der Homepage bekannt. Zudem fordern sie die AfD auf, ihren OB-Kandidaten zurückzuziehen und ebenfalls Tatjana Festerling zu unterstützen. Pegida werde sich nun im Team beraten, so Bachmann. Auf Nachfrage der Sächsischen Zeitung äußerte sich Pegida-Chef Lutz Bachmann dazu: „Das ist eine gezielte Aktion, um uns zu schaden. Verhindern kann man so etwas nicht. Das ist ungefähr so, als wenn wir Frau Stange unterstützen würden. Das würde sie ja auch nicht gut finden, könnte sich aber nicht dagegen wehren.“ (szo) zur Startseite Desktopversion des Artikels Empfehlung - NPD empfiehlt die Wahl Festerlings Die NPD unterstützt den Wahlkampf von Tatjana Festerling als OB-Kandidatin. Die NPD verzichte auf einen eigenen Kandidaten und empfiehlt stattdessen die Pegida-Frau. Das gab der Kreisvorstand der NPD Dresden in einer Mitteilung auf der Homepage bekannt. Zudem fordern sie die AfD auf, ihren OB-Kandidaten zurückzuziehen und ebenfalls Tatjana Festerling zu unterstützen.(...)   Link zum Artikel:  http://m.sz-online.de/nachrichten/npd-empfiehlt-die-wahl-festerlings-3085631.html E-Mail-Versand 	147	True
1251	DieLinke	17	0	youtube.com	YouTube	HEY! HIER KOMMT FRONTEX !!!		video	https://i.ytimg.com/vi/cp4xA3NgZzg/hqdefault.jpg	https://www.youtube.com/watch?v=cp4xA3NgZzg		1251	False
1253	DieLinke	17	197	youtube.com	YouTube	Die kommende Demokratie: Sozialismus 2.0	Zu den Aufgaben und Möglichkeiten einer Partei der Zukunft im Europa von Morgen. Das Zukunftsmanifest von Katja Kipping und Bernd Riexinger vorgestellt auf d...	video	https://i.ytimg.com/vi/KStivMNdbxE/hqdefault.jpg	https://www.youtube.com/watch?v=KStivMNdbxE		1253	False
1266	DieLinke	17	2385	linksfraktion.de		Fraktion DIE LINKE. im Bundestag - Livestream		article	http://medien.linksfraktion.de/bilder/logo-fraktion-linke.jpg	http://www.linksfraktion.de/livestream/		1266	False
2529	DieGruenen	17	0	n-tv.de	n-tv.de	Hans-Olaf Henkel zur Agenda 2010: Lieber prekär arbeiten als Geld vom Staat		article	http://bilder3.n-tv.de/img/dpa_lifestyle/crop455474/8111327574-cImg_16_9-w1200/Solche-Ausfluechte-kennt-jeder-Erstmal-wird-geputzt-die-Steuererklaerung-kann-auch-noch-bis-morgen-warten-oder-bis-naechste-Woche.jpg	http://www.n-tv.de/politik/Lieber-prekaer-arbeiten-als-Geld-vom-Staat-article2438651.html	"Hans-Olaf Henkel zur Agenda 2010 : ""Lieber prekär arbeiten als Geld vom Staat"" Politik Immer mehr Jobs sind schlecht bezahlt - etwa in der Reinigungsbranche. Dienstag, 25. Januar 2011 Hans-Olaf Henkel zur Agenda 2010: ""Lieber prekär arbeiten als Geld vom Staat"" Ulrich Schneider , Chef des Paritätischen Wohlfahrtsverbandes, und Klaus Ernst , Vorsitzender der Linken, haben ihr Fazit zur Agenda 2010 bereits gezogen. Nun ist Ex-BDI-Präsident Hans-Olaf Henkel an der Reihe. Im Interview mit n-tv.de zieht er sein Fazit. Und sagt, was sich dringend ändern muss. n-tv.de: Wie hat die Agenda 2010 Deutschland verändert? Hans-Olaf Henkel: Sie hat gezeigt, dass Reformen nur dann Erfolg beim Arbeitsmarkt haben, wenn sie zunächst unpopulär sind. Hans-Olaf Henkel, Ex-BDI-Präsident und Berater der Bank of America. (Foto: picture alliance / dpa) Die stabile Wirtschaftslage in Deutschland: Muss Gerhard Schröder Danke gesagt werden? Nein, vergessen wir nicht, dass er bereits fünf Jahre vorher im Amt war und alle Versuche der Experten, ihn zu derartigen Reformen zu ermuntern, über Jahre erfolglos waren. Erst, als es offenkundig wurde, dass es mit der Arbeitslosigkeit bergauf und mit Deutschland bergab ging, hat er die Agenda 2010 in Angriff genommen. Die Umfragen für seine Regierung waren vor dem Zeitpunkt verheerend. Ich empfand die Agenda 2010 damals als eine verzweifelte Flucht nach vorn und nicht als eine Demonstration von Mut. Das ist erst hinterher hineininterpretiert worden. Übrigens, hätte er den Mut gehabt, es früher zu machen, hätte er die Früchte dieser Reform selbst ernten können und wäre wohl wiedergewählt worden. Leiharbeit und prekäre Beschäftigung haben massiv zugenommen: Wie sollte dem begegnet werden? Leiharbeit ist die Folge eines viel zu blockierten Arbeitsmarktes. Der deutsche Kündigungsschutz beschützt angeblich die Arbeitenden, in Wirklichkeit versündigt er sich an den Arbeitslosen und indirekt auch wieder an denen, die noch Arbeit haben. Bei schwankender Auslastung muss der Unternehmer oft zur Leiharbeit greifen, weil er nicht weiß, ob er einen Neuangestellten wirklich nachhaltig beschäftigen kann. Hätten wir einen lockereren Kündigungsschutz, gäbe es automatisch mehr fest Beschäftigte und weniger Leiharbeiter. Was die ""prekäre"" Beschäftigung betrifft, so liegt hier der Fall ähnlich. In den Bruttoarbeitskosten sind die deutschen Arbeitsplätze für Geringqualifizierte viel zu teuer. Prekär werden sie erst durch die hohen Abgaben, für beide, Arbeitgeber und Arbeitnehmer. Im Übrigen wäre mir persönlich eine ""prekäre Arbeit"" lieber, als, vom Staat bezahlt, nichts zu tun zu haben. Viele Menschen aus der Mittelschicht haben Angst vor dem Abrutschen in Hartz IV: Was entgegnen Sie? Hartz IV ist eine Sozialleistung, die die Gemeinschaft der Beschäftigten für andere erbringt. Sie verhindert, dass Menschen bei uns in objektiver – nicht immer auch in relativer – Armut leben. Der beste Weg, da herauszukommen, ist für den Einzelnen, sich ständig weiterzubilden. Es gibt eine überzeugende Korrelation: je höher die Bildung, desto weniger das Risiko, zum Hartz IV-Empfänger zu werden. Vor allem müsste der Staat dazu übergehen, jede politische Entscheidung daraufhin zu überprüfen, ob sie Arbeitsplätze schafft oder nicht. Wenn ""ja"", soll er sie treffen, wenn ""nein"", soll er es sein lassen. Leider vernichten viele der gut gemeinten Verbesserungen der Sozialleistungen immer auch Arbeitsplätze. Die Prioritäten sind falsch: nicht Hartz IV verbessern, sondern dafür sorgen, dass immer weniger darauf angewiesen sind. Was stünde auf Ihrer Agenda 2011? Neben den oben erwähnten Vorschlägen zu einer Lockerung des Kündigungsschutzes beunruhigen mich am meisten die Vorschläge zur ""Rettung des Euro"". Wir laufen von einer Währungsunion in eine Transferunion, und das bedeutet, dass die Verantwortung der Staatsschulden im Euroraum vergemeinschaftet wird. Wir werden dann mitverantwortlich für die Sozialleistungen, die Politiker in anderen Euroländern verteilen und umgekehrt. Es entsteht ein System perfekt organisierter Verantwortungslosigkeit. Ich war sehr für den Euro, habe aber meine Meinung geändert, weil die Politik alle Versprechungen, die sie bei seiner Einführung gab, gebrochen hat. Wir brauchen eine Zweiteilung des Euro, der die offensichtlichen kulturellen und wirtschaftlichen Unterschiede in Süd- und in Nordeuropa reflektiert. Mehr zum Thema "	2529	False
2531	DieGruenen	17	0	buecher.de		Superfood to go	Superfoods sind die nährstoffreichsten Lebensmittel der Welt. Man findet sie im eigenen Garten in Form von Beeren, Nüssen oder Roter Rübe, im Wald und auf der Wiese als leckere Aroniabeeren, Maulbeeren oder Brennnesseln, im Supermarkt als Granatapfel, Ingwer und Artischocke oder beim Spezialisten als Matcha, Chia-Samen oder Maca-Wurzel.		http://bilder.buecher.de/produkte/40/40892/40892362z.jpg	http://www.buecher.de/shop/diaeten--bewusste-ernaehrung/superfood-to-go/goschler-ulli-burtscher-pap-isabella/products_products/detail/prod_id/40892362/	Jetzt bewerten Superfoods sind die nährstoffreichsten Lebensmittel der Welt. Man findet sie im eigenen Garten in Form von Beeren, Nüssen oder Roter Rübe, im Wald und auf der Wiese als leckere Aroniabeeren, Maulbeeren oder Brennnesseln, im Supermarkt als Granatapfel, Ingwer und Artischocke oder beim Spezialisten als Matcha, Chia-Samen oder Maca-Wurzel. Sie alle überzeugen mit einem hohen Anteil an Vitaminen, Mineralstoffen und Antioxidanzien. Die beiden Autorinnen haben rund 40 heimische und exotische Superfoods durchleuchtet: Was wirkt stärker gegen Schmerzen als so manche Tablette? Was wirkt wie ein …mehr 	2531	False
2538	DieGruenen	17	0	welt.de	DIE WELT	Es bleibt eine ewige Schande der deutschen Justiz	Es macht wenig Sinn, einem 93-Jahre alten Mann den Prozess zu machen. Wie will man die Beihilfe zum Mord in 300.000 Fällen ahnden? Wichtig ist die Erinnerung an das Versagen des Rechtswesens nach 1945.	article	http://img.welt.de/img/henryk-m-broder/crop139892501/5526938663-ci3x2l-w900/GERMANY-TRIAL-HOLOCAUST-NAZI-GROENING.jpg	http://www.welt.de/debatte/henryk-m-broder/article139892503/Es-bleibt-eine-ewige-Schande-der-deutschen-Justiz.html	"Von Henryk M. Broder Henryk M. Broder Biografie und alle Artikel des Autors Reporter Foto: AFP Der ehemalige SS-Mann Oskar Gröning vor dem Gerichtsgebäude in Lüneburg am 21. April 2015 Ein 93 Jahre alter ehemaliger SS-Mann steht in Lüneburg vor Gericht. Er wird der Beihilfe zum Mord in 300.000 Fällen angeklagt. Im Falle eines Schuldspruchs droht ihm eine Freiheitsstrafe von mindestens drei Jahren – sollte er für haftfähig erklärt werden. Der Mann ist geständig. Er sagt: ""Für mich steht außer Frage, dass ich mich moralisch mitschuldig gemacht habe."" Die Frage, warum einem, der in Auschwitz Dienst getan und die Wertsachen der Ermordeten eingesammelt hat, erst 70 Jahre nach dem Ende der NS-Zeit der Prozess gemacht wird, wird nicht verhandelt. Man könnte sagen: Manchmal dauert es eben etwas länger, bis der Gerechtigkeit Genüge getan wird, oder: Besser spät als nie. Der Prozess basiert zum einen auf der Tatsache, dass die Verjährung für Mord im Jahre 1979 aufgehoben wurde, nachdem die Frist vorher zweimal, 1965 und 1969, verlängert worden war. Zum anderen gibt es offenbar in Teilen der deutschen Justiz den Wunsch, dort durchzugreifen und Recht vor Gnade ergehen zu lassen, wo es weitgehend sinnlos ist, zum Beispiel bei Verbrechen, die so lange zurückliegen, dass der oder die Täter eher Mitleid als Entsetzen hervorrufen. Der wahre Sinn des Verfahrens Tat und Strafverfolgung sollten in einem zeitlichen Zusammenhang stehen, nicht nur den Opfern zuliebe, sondern auch damit der Täter angemessen büßen kann. Wie will man einen Täter für seine Mitwirkung am Tod von 300.000 Menschen bestrafen, dessen Lebenserwartung vermutlich nicht ausreichen wird, ihm die ganze Urteilsbegründung vorzulesen? Und falls unser Rechtssystem tatsächlich der Resozialisierung des Täters und nicht der Rache dienen soll – der Angeklagte hat sich seit 1945 nichts zuschulden kommen lassen. Er ist perfekt resozialisiert. Der einzige Sinn des Verfahrens liegt in der Erinnerung daran, dass die Justiz wenig getan hat, NS-Täter zu verfolgen, als dies noch möglich war. Kein einziger Richter ist für seine Beteiligung an den Terrorurteilen der NS-Justiz zur Verantwortung gezogen worden. Sogar die Beisitzer an Roland Freislers Volksgerichtshof kamen ungestraft davon. Wenn man wissen will, wie die Nachkriegsjustiz gearbeitet hat, muss man an den "" Mord am Bullenhuser Damm"" erinnern. Das Verfahren gegen einen SS-Obersturmführer, der 18 Tage vor Kriegsende geholfen hatte, 20 jüdische Kinder im Keller einer Hamburger Schule an Heizungsrohren aufzuhängen, wurde 1967 aus ""Mangel an Beweisen"" eingestellt. In der Begründung der Staatsanwaltschaft hieß es, den Kindern sei ""über die Vernichtung ihres Lebens hinaus kein weiteres Übel zugefügt worden"". Das ist die bleibende Schande der deutschen Justiz, die kein später Aktionismus aus der Welt schaffen kann. © WeltN24 GmbH 2016. Alle Rechte vorbehalten "	2538	False
2544	DieGruenen	17	0	youtube.com	YouTube	Solar FREAKIN' Roadways!	Solar Roadways has entered into the Indiegogo InDemand program: https://www.indiegogo.com/projects/solar-roadways/x/7168247 Video by Michael Naphan Check out...	video	https://i.ytimg.com/vi/qlTA3rnpgzU/maxresdefault.jpg	https://www.youtube.com/watch?v=qlTA3rnpgzU		2544	False
