line	page	week	num_likes	domain	outlet	title	description	contenttype	image	url	text	id	right_of_center
123	Pegida	11	548	youtube.com	YouTube	Mobilisierungsvideo: PEGIDA Abendspaziergang am 09.03.2015 in Dresden - Timelapse	Schließt Euch an! Nachdem am vergangenen Montag mehr als 11.000 Demonstranten in Dresden gegen die zunehmende Überfremdung unserer Heimat protestiert haben, ...	video	https://i.ytimg.com/vi/ybQnLfYNx1o/hqdefault.jpg	https://www.youtube.com/watch?v=ybQnLfYNx1o		123	True
1164	DieLinke	11	0	youtube.com	YouTube	Gekaufte Journalisten - Udo Ulfkotte im Interview	Mut zur Wahrheit: Mut zum Abo! Du fandest diesen Beitrag hilfreich und möchtest ehrlichen, unabhängigen und sachgerechten Journalismus fördern? Dann unterstü...	video	https://i.ytimg.com/vi/ZaZjvkPNjpQ/hqdefault.jpg	https://www.youtube.com/watch?v=ZaZjvkPNjpQ	"Das interaktive Transkript konnte nicht geladen werden. Wird geladen... Die Bewertungsfunktion ist nach Ausleihen des Videos verfügbar. Diese Funktion ist zurzeit nicht verfügbar. Bitte versuche es später erneut. Veröffentlicht am 24.11.2014 Mut zur Wahrheit: Mut zum Abo! Du fandest diesen Beitrag hilfreich und möchtest ehrlichen, unabhängigen und sachgerechten Journalismus fördern? Dann unterstütze jetzt COMPACT mit einem Abonnement der monatlichen Heftausgabe: http://bit.ly/1DXBQIC 17 Jahre lang war Udo Ulfkotte selbst Journalist bei der Frankfurter Allgemeinen Zeitung, eines der großen deutschen Leitmedien. Heute bezeichnet sich Udo Ulfkotte als Täter. Die Kritik an den Machenschaften vieler Journalisten, welche in seinem Buch ""Gekaufte Journalisten"" zu Tage kommen, richtet er aber auch auf sich selbst. Jahrelang ließ sich Udo Ulfkotte durch seine ""Auftraggeber"" aus der Politik korrumpieren. Welchen teils offenen aber auch subtilen Mechanismen sich hierbei bedient wird, kommt im Interview mit Compact Redakteur Martin Müller Mertens klar zur Sprache. Doch nicht nur das, Udo Ulfkotte nennt auch Journalisten, Auftraggeber und geflossene Summen beim Namen. Er enthüllt, warum Meinungsführer tendenziös berichten und wie der verlängerte Arm der NATO-Pressestelle Kriege medial vorbereitet. Wie selbstverständlich wurde auch Udo Ulfkotte in die Netzwerke amerikanischer Eliteorganisationen aufgenommen, erhielt im Gegenzug für positive Berichterstattung in den USA sogar eine Ehrenbürgerurkunde. Als er schließlich jedoch aufgefordert wurde, politische Gegner auszuspionieren, reichte es ihm. Er packte aus und wurde zur Persona non grata deklariert und mit einer Diffamierungslawine überrollt. "	1164	False
1165	DieLinke	11	0	youtube.com	YouTube	Schwarze Kassen der CDU/CSU - Dokumentation der Machtkonstruktion	Die brutalstmögliche Aufklärung. Zugänglich gemachte Archive ermöglichen nach Jahrzehnten Recherchen für Journalisten. Im Gegensatz zu den Historikern im f...	video	https://i.ytimg.com/vi/gXydNOV1TRQ/hqdefault.jpg	https://www.youtube.com/watch?v=gXydNOV1TRQ		1165	False
1168	DieLinke	11	0	facebook.com	Facebook	Vladislav Ryazantsev	Vladisláv Ýurevitch Ryazántsev is a Russian left-wing politician and one of leader of the Left...		https://external-frt3-1.xx.fbcdn.net/safe_image.php?d=AQDRytc6MaZuIOoS&w=180&h=540&url=https%3A%2F%2Fupload.wikimedia.org%2Fwikipedia%2Fcommons%2Fe%2Fea%2FVladislav_Ryazantsev.jpg&fallback=hub_person&prefix=d	https://www.facebook.com/pages/Vladislav-Ryazantsev/571911382942436		1168	False
2331	DieGruenen	11	0	morgenpost.de		Varoufakis bereut Luxus-Fotos - Wünschte, Fotos wären nie gemacht	Gianis Varoufakis bereut eine opulente Bilderserie mit seiner Frau. Der griechische Finanzminister hatte sich trotz schwerer Finanzkrise seines Landes im Dolce-Vita-Stil fotografieren lassen.	article	http://img.morgenpost.de/img/bilder/crop138434258/0802608530-w820-cv16_9-q85/Greek-Finance-Minister-Yanis-Varoufakis-Visits-EZB-In-Frankfurt.jpg	http://www.morgenpost.de/politik/article138433983/Varoufakis-bereut-Luxus-Fotos-Wuenschte-Fotos-waeren-nie-gemacht.html	"Griechenland Varoufakis bereut Luxus-Fotos - ""Wünschte, Fotos wären nie gemacht"" Foto: Hannelore Foerster/Getty Images/Getty Images Europe 0 0 Gianis Varoufakis bereut eine opulente Bilderserie mit seiner Frau. Der griechische Finanzminister hatte sich trotz schwerer Finanzkrise seines Landes im Dolce-Vita-Stil fotografieren lassen. Nachdem Griechenlands Finanzminister Giannis Varoufakis mit einer Hochglanz-Homestory im französischen Magazin ""Paris Match"" eine Spottlawine losgetreten hat, würde der umstrittene Politiker die Angelegenheit gerne ungeschehen machen. ""Ich wünschte, die Fotos wären nicht gemacht worden, ich bereue es"", sagte er am Sonntag dem griechischen TV-Sender Alpha. Um gleich einzuschränken, er sei mit der ""Ästhetik"" der Reportage ""nicht einverstanden gewesen"". Der Text alleine hingegen habe ""Griechenland in Frankreich sehr geholfen"". Varoufakis, der in Interviews immer wieder eine ""humanitäre Krise"" in seinem Land beklagt, an der das Spardiktat der Euro-Partner schuld sei, ist in ""Paris Match"" auf der Dachterrasse seiner Wohnung mit Akropolis-Blick zu sehen, beim entspannten Dinieren mit seiner Frau, am Piano und beim Lesen in seinem eigenen Buch. Von Krisenstimmung sei bei den Varoufakis daheim nichts zu spüren, lautete der Tenor vieler hämischer Kommentare in Sozialnetzwerken. Varoufakis dementiert Entmachtung Zur medialen Zurückhaltung brachte Varoufakis die Erfahrung aber nicht, im Gegenteil: am Sonntag nahm er sich die Zeitung ""Bild"" vor, die gemutmaßt hatte, er stehe keine zwei Monate nach seiner Ernennung schon vor der Ablösung. ""Es ist eine Ehre, dass 'Bild' versucht, mich zu diskreditieren"", sagte der 53-Jährige laut der amtlichen Nachrichtenagentur ANA. ""Je mehr sie es tut, um so besser schlafe ich nachts."" Auch Regierungskreise in Athen dementierten Berichte, wonach eine Entmachtung des Minister unmittelbar bevorstehen könnte. Einige Medien verwandelten hier ""Wunschträume"" in Nachrichten, wurde in Athen erklärt. Die griechische Boulevardpresse hatte kürzlich ausgerechnet, dass Varoufakis binnen 30 Tagen mehr als 40 Interviews vor allem im Fernsehen gegeben hat. Kritik an den Fotos war auch aus Regierungskreisen gekommen. ""Ich bin offen für Kritik"", sagte Varoufakis dazu. (AFP/dpa/mim) "	2331	False
2332	DieGruenen	11	0	bild.de	BILD.de	Panos Kammenos: „Die Deutschen mischen sich in Dinge ein, die sie nichts angehen“	BILD-Interview mit dem umstrittenen Koalitionspartner von Griechen-Premier Tsipras: Rechtspopulist Panos Kammenos.	article	http://bilder.bild.de/fotos/bild-logo-35166394/Bild/29.bild.png	http://www.bild.de/politik/ausland/alexis-tsipras/interview-mit-koalitionspartner-panos-kammenos-40148820.bild.html	14.03.2015 - 00:01             Uhr Von KAI DIEKMANN, JULIAN REICHELT, PAUL RONZHEIMER Er ist einer der umstrittensten Politiker Griechenlands: Panos Kammenos (49) von der rechtspopulistischen Partei „Unabhängige Griechen“. Als Verteidigungsminister ist er wichtigster Partner im Kabinett von Griechen-Premier Alexis Tsipras (40). Für die BILD-Reporter nahm er sich über eine Stunde lang Zeit – und sprach Klartext! So lebt der Finanzminister in Athen Offenbar kann er auch anders! Gemeinsam mit Ehefrau Danai Stratou (50) zeigt sich Varoufakis lächelnd auf der Terrasse seiner Wohnung. BILD: Herr Minister, Sie haben die Deutschen erschreckt: Sie drohen, Europa mit Hundertausenden von Flüchtlingen zu überschwemmen... Panos Kammenos: „Ich habe lediglich deutlich gemacht, was es bedeuten kann, wenn Griechenland aus der Euro-Zone gedrängt wird. Es geht nicht nur um eine wirtschaftliche Krise, sondern auch um eine humanitäre. Dann gelten keine Absprachen mehr, keine Abkommen, nichts. Wir sind dann nicht mehr verpflichtet, als Ankunftsland die Flüchtlinge auch aufzunehmen. Wer Griechenland aus der Euro-Zone drängen will, sollte das wissen. Und Europa muss verstehen, dass wir hier derzeit mit einer Bombe allein gelassen werden. Wie kann ein Krisenland allein mit 1,5 Millionen Flüchtlingen klarkommen?“ Was soll Europa tun? Kammenos: „Es bräuchte nur einen Anruf von Kanzlerin Angela Merkel oder anderen europäischen Regierungschefs beim türkischen Präsidenten Erdogan, dass er sich an die Absprachen halten und seine Grenzen sichern muss. Die Türkei bekommt Geld aus der EU und lässt zum Beispiel Flüchtlinge aus Syrien ungehindert nach Griechenland reisen. Dieses Verhalten darf nicht akzeptiert werden. Die Türkei muss sich genauso wie Griechenland an die Verpflichtungen halten.“ Vor Ort in Athen BILD ist in Athen, um die Menschen nach der Krise zu fragen. Was niemand hier will: raus aus dem Euro, zurück zur Drachme. Damit nicht genug. Jetzt fordern Sie auch noch Kriegsreparationen aus Deutschland… Kammenos: „Alle anderen europäischen Länder wurden für die Verbrechen der Nazis entschädigt, nur Griechenland nicht. Für uns ist das kein Akt gegen Deutschland, sondern eine historische Verpflichtung. Das Gold, das die Nazis aus Athen nach Berlin gebracht haben, war viel Geld wert. Hierfür erwarten wir eine Entschädigung. Genauso wie für die Zwangsanleihe und die Zerstörung an den archäologischen Statuen. Dabei geht es nicht um eine theoretische Diskussion, ob eine Milliarde oder hundert Milliarden, sondern um den ganz konkreten Wert.“ Premiuminhalt Mit Flüchtlingsdrohungen gegen Sparvorgaben Migranten bekommen Papiere und gehen nach Berlin „Wenn Sie Griechenland einen Schlag versetzen, dann sollen Sie wissen, dass die Migranten Papiere bekommen und nach Berlin gehen“, hatte Panos Kammenos am 9. März gedroht – und zahlreiche Schlagzeilen produziert. Die „BZ“ schrieb über Kammenos: „Griechen-Minister beleidigt Flüchtlinge als Terroristen“. Minister droht mit Flüchtlingswelle „Wenn Sie Griechenland einen Schlag versetzen, dann sollen Sie wissen, dass die Migranten Papiere bekommen und nach Berlin gehen“, hatte Panos Kammenos am 9. März gedroht – und zahlreiche Schlagzeilen produziert. So schrieb der „Kurier“ aus Österreich: „Minister droht mit Flüchtlingswelle“. Minister will Illegale nach Berlin schicken „Wenn Sie Griechenland einen Schlag versetzen, dann sollen Sie wissen, dass die Migranten Papiere bekommen und nach Berlin gehen“, hatte Panos Kammenos am 9. März gedroht – und zahlreiche Schlagzeilen produziert. Der Berliner „Tagesspiegel“ schrieb dazu: „Drohung mit Flüchtlingen – Minister will Illegale nach Berlin schicken“. Athen droht, poltert, bittet „Wenn Sie Griechenland einen Schlag versetzen, dann sollen Sie wissen, dass die Migranten Papiere bekommen und nach Berlin gehen“, hatte Panos Kammenos am 9. März gedroht – und zahlreiche Schlagzeilen produziert. Die Überschrift des Kölner „Express“: „Athen droht, poltert, bittet“. Migranten bekommen Papiere und gehen nach Berlin   „Wenn Sie Griechenland einen Schlag versetzen, dann sollen Sie wissen, dass die Migranten Papiere bekommen und nach Berlin gehen“, hatte Panos Kammenos am 9. März gedroht – und zahlreiche Schlagzeilen produziert. Die „BZ“ schrieb über Kammenos: „Griechen-Minister beleidigt Flüchtlinge als Terroristen“.   Minister droht mit Flüchtlingswelle   „Wenn Sie Griechenland einen Schlag versetzen, dann sollen Sie wissen, dass die Migranten Papiere bekommen und nach Berlin gehen“, hatte Panos Kammenos am 9. März gedroht – und zahlreiche Schlagzeilen produziert. So schrieb der „Kurier“ aus Österreich: „Minister droht mit Flüchtlingswelle“.   Minister will Illegale nach Berlin schicken   „Wenn Sie Griechenland einen Schlag versetzen, dann sollen Sie wissen, dass die Migranten Papiere bekommen und nach Berlin gehen“, hatte Panos Kammenos am 9. März gedroht – und zahlreiche Schlagzeilen produziert. Der Berliner „Tagesspiegel“ schrieb dazu: „Drohung mit Flüchtlingen – Minister will Illegale nach Berlin schicken“.   Athen droht, poltert, bittet   „Wenn Sie Griechenland einen Schlag versetzen, dann sollen Sie wissen, dass die Migranten Papiere bekommen und nach Berlin gehen“, hatte Panos Kammenos am 9. März gedroht – und zahlreiche Schlagzeilen produziert. Die Überschrift des Kölner „Express“: „Athen droht, poltert, bittet“.   Haben Sie persönlich ein Problem mit Deutschland? Kammenos: „Es ist kein Problem zwischen den Menschen, sondern zwischen den Regierungen. Die deutsche Regierung mischt sich in Dinge ein, die sie nichts angehen. Sie bricht das Übereinkommen, sich nicht in die inneren Angelegenheiten anderer Länder einzumischen. Wie kann es sein, dass der deutsche Botschafter vor der Regierungsbildung Druck auf Syriza ausgeübt hat, nicht mit uns in eine Koalition zu gehen? Auch die Deutsche Bank hatte ein Papier aufgesetzt, das sich gegen die Regierungsbildung mit meiner Partei richtet. Ich bekomme das Gefühl, dass es die deutsche Regierung auf uns abgesehen hat und einige uns regelrecht aus der Euro-Zone drängen wollen.“ Die Gefahr einer Griechen-Pleite 	2332	False
2337	DieGruenen	11	0	welt.de	DIE WELT	Muslim, schwul, der Zwangsehe knapp entkommen	Mit 15 outet sich Nasser als schwul. Dann entführte ihn seine libanesische Familie für eine Zwangsheirat. Nasser kann fliehen. Nun verhandelte ein Gericht den Fall – mit überraschendem Ausgang.	article	http://img.welt.de/img/vermischtes/crop138350316/4006934932-ci3x2l-w900/Entfuehrungsprozess-2-.jpg	http://www.welt.de/vermischtes/article138350318/Muslim-schwul-der-Zwangsehe-knapp-entkommen.html	"px Höhe Autoplay Entführt und gequält: Der 18-Jährige Nasser El-A. war wegen seiner Homosexualität von seiner Familie drangsaliert worden. Jetzt wurde seinen Peinigern vor einem Berliner Gericht der Prozess gemacht. Quelle: N24 Dies ist sein Tag, sein Prozess, sein Auftritt. Er hat nicht besonders gut geschlafen in der Nacht davor. Dunkle Ringe umschatten seine Augen, und auch sonst wirkt Nasser, 18, angespannt. Donnerstagmorgen, Amtsgericht Tiergarten. Kamerateams umringen den Eingang zum Saal 101. Nasser läuft wie ein Tier im Käfig auf und ab. Ein auffallend hübscher Mann mit großen Augen und schwarzen Locken. Er würde am liebsten türmen, aber jetzt gibt es kein Zurück mehr. Er hat seinen Kampf begonnen und einen hohen Preis dafür bezahlt, jetzt kämpft er ihn auch zu Ende. Auf seinem schwarzen Hemd klebt ein Sticker: ""Stop Homophobia."" Denn darum geht es eigentlich in diesem Prozess. Der Sohn libanesischer Zuwanderer ist schwul, er kämpft für sein Recht, so zu leben, wie er will. Gerade in Berlin sollte das eigentlich kein Problem sein. Die Stadt mit einem ehemaligen Bürgermeister, der sein Outing mit den berühmten Worten zelebriert hat: ""Ich bin schwul – und das ist auch gut so."" Doch die Geschichte des Sohnes libanesischer Zuwanderer lehrt, dass dies nicht der Fall ist, zumindest nicht in allen muslimischen Familien. Nasser hat die Ehre der Familie beschmutzt, so sehen es seine Eltern. Angeklagt ist sein eigener Vater. Doch der Vater erscheint nicht zum Termin und auch nicht dessen zwei Brüder, die ihm bei dem geholfen haben, was ihnen die Justiz zur Last legt, nämlich ""Freiheitsberaubung"" und ""Entziehung Minderjähriger"". Es sind zwei Begriffe im dürren Amtsdeutsch, sie lassen das Ausmaß der Tragödie kaum erahnen, die Nasser erlebt hat, seit er sich mit 15 Jahren als Homosexueller outete. Jugendamt hatte den Eltern schon das Sorgerecht entzogen Es geht um häusliche Gewalt, um die Androhung einer Zwangsehe und den Versuch, den eigenen Sohn betäubt in einem Auto in den Libanon zu verschleppen. Dieser Versuch scheitert. Es ist das einzige beweisbare Detail in einer Geschichte, die beinahe zu unglaublich klingt, um wahr zu sein. Was vielleicht erklärt, warum unter den Prozessbeobachtern auch ein schwerer Mann im Mantel und gelbem Schal sitzt, den viele kennen: Es ist der Regisseur und Schwulen-Aktivist Rosa von Praunheim . Er sagt, er bewundere Nasser für seinen Mut. Er wolle seine Geschichte verfilmen. Foto: dpa Heute ist Nasser 18 Jahre alt, und der Prozess gegen seine Entführer hat stattgefunden. Das Amtsgericht Berlin-Tiergarten verhängte eine Geldstrafe gegen seinen Vater und zwei Onkel Der Showdown dieser Geschichte lässt sich genau zurückdatieren. Es ist der 12. Dezember 2012. Nasser ist aus seiner Betäubung erwacht, und irgendwie gelingt es ihm an der rumänisch-bulgarischen Grenze, sich auf dem Rücksitz bemerkbar zu machen. Die Grenzbeamten befreien ihn. Interpol hatte zuvor eine Warnung herausgegeben, ein besorgter Jugendamtsmitarbeiter in Neukölln hatte die Kripo eingeschaltet. Das Amt galt schon zu diesem Zeitpunkt als gesetzlicher Vormund des Jungen, nachdem den Eltern das Sorgerecht entzogen worden war. Nasser musste nur seine Narben zeigen. Er sagt, man habe ihn mit kochendem Wasser verbrüht und mit Benzin übergossen. Von da an lebte er unter einem neuen Namen in einer betreuten Wohngemeinschaft an einem unbekannten Ort und holte seinen Schulabschluss nach. Es gab den Deal, dass er sich täglich beim Jugendamt melden musste und Deutschland nicht ohne das Einverständnis des Jugendamtes verlassen durfte. Als er sich dann im Dezember 2012 nicht mehr meldete, wurde der Mitarbeiter misstrauisch. Vielleicht hat er ihm das Leben gerettet. Gericht verhängt ein Strafmaß wie bei Diebstahl Was dann geschah, mutet kafkaesk an. Der Vater habe seine Rückreise nach Deutschland nach dem Zwischenfall an der rumänisch-ungarischen Grenze unbehelligt antreten können, heißt es aus dem Umkreis der Menschen, die Nasser bei seinem Kampf um Rehabilitation unterstützen. Ihr Sprecher ist Sascha Langenbach, 47, ehemals Journalist bei der ""Bild""-Zeitung und heute Sprecher des Bezirksamtes Berlin-Friedrichshain. Ein Medienprofi, der Nasser zu Interviews begleitet. Er ist am Donnerstag auch dabei, als das Gericht verkündet, was Insider schon befürchtet hatten: dass es nämlich gar nicht zu einer öffentlichen Verhandlung kommt, da die Angeklagten gar nicht erst erschienen waren. Dass das Gericht ihnen jetzt einen Strafbefehl zuschicke und sie zu einer Geldstrafe von 90 Tagessätzen à 15 Euro verurteile und das Verfahren damit beendet sei. Foto: dpa ""Ich möchte, dass die Leute sehen, wie der Staat reagiert bei solchen Fällen wie Zwangsverheiratung, Misshandlungen oder einer Entführung ins Ausland"", hatte der in Deutschland aufgewachsene Nasser seine Anzeige begründet Nasser sinkt in sich zusammen, als er das Urteil hört. Die Enttäuschung ist ihm anzusehen. Sein Anwalt prescht erbost zum Richtertisch. Er murmelt was von einem Deal, den die Anwälte der Gegenseite wohl mit der Staatsanwaltschaft geschlossen hätten – offenbar, um dem Vater und seinen Brüdern den Spießrutenlauf zu ersparen. 1350 Euro – für einen Albtraum, aus dem Nasser bis heute nicht erwacht ist? Das entspricht dem Strafmaß von Diebstahl. Es klingt läppisch. Enttäuschte Gesichter auch bei den Menschenrechtsorganisationen, die den Prozess verfolgten. Eine Signalwirkung hatte sich Terre des Femmes von dem Urteil versprochen. Die Botschaft an Betroffene, sich aus der Defensive zu trauen und vor Gericht zu gehen. Seit 2011 gilt die Zwangsehe als Straftatbestand. Damals erließ der Gesetzgeber das sogenannte Zwangsverheiratungsbekämpfungsgesetz – als Reaktion auf eine Reihe von ""Ehrenmorden"" wie dem an der Berlinerin Hatun Sürücü. Für Nasser hat ein zweites Leben begonnen Doch das Urteil im Fall Nasser sei weder geeignet, Kinder zu ermutigen, noch Eltern abzuschrecken, heißt es nun. Der 18-Jährige versichert nach der knapp zehnminütigen Verhandlung tapfer lächelnd, er fechte das Urteil nicht an: ""Das Gericht sollte tun und lassen, was es für richtig hält."" Angst, nein, Angst vor möglichen Racheakten habe er nicht. Sein zweites Leben habe jetzt begonnen. Er wolle den Schulabschluss machen und als Flugbegleiter arbeiten. „Nach allem, was passiert ist, ist es immer noch meine Familie."" Nasser Entführungsopfer Es sind Sätze, die wie auswendig gelernt klingen. Vor allem weil Sascha Langenbach darüber wacht, dass Nasser kein Wort über die Lippen rutscht, das gegen ihn verwendet werden könnte. Vor der Verhandlung hat Langenbach gesagt, Nasser müsse vor sich selbst in Schutz genommen werden. Ihm gezeigt werden, ""das Recht und Gerechtigkeit nicht dasselbe ist"". Er sei ja erst 18. Bei allem Respekt für seinen Mut habe er auch Bauchweh bei dem Gedanken, dass sich Nasser in seinem Kampf um Anerkennung seiner Homosexualität in Gefahr begebe. Nasser ist kein Einzelfall. Von 460 Fällen, die der Arbeitskreis (AK) gegen Zwangsverheiratungen in Berlin für 2013 erfasst hat, seien auch 29 Jungen und Männer gewesen, sagt die Gleichstellungsbeauftragte für den Bezirk Friedrichshain-Kreuzberg, Petra Koch-Knöbel, die den AK koordiniert. Alles Homosexuelle, aber keineswegs nur Muslime. Unter den Hilfesuchenden seien auch Hindus und kurdisch-stämmige Jesiden und sogar polnische Katholiken gewesen. Und ihre Zahl sei wesentlich stärker gestiegen als die der Frauen. ""2007 kamen auf 378 Fälle nur zwölf Männer und Jungen."" Auf der Suche nach Hilfe fallen die meisten von ihnen durch die Maschen des staatlichen Betreuungsnetzes. Zwar können Minderjährige kurzfristig in Einrichtungen des Jugendnotrufs untergebracht werden, doch Unterkünfte, wie sie die Organisation Papatya für Mädchen anbietet, fehlen. So gesehen hat Nasser noch Glück gehabt, dass das Jugendamt seinen Eltern das Sorgerecht entzog und ihn mit 15 Jahren in einer Wohngemeinschaft unterbrachte. Doch kann man die eigenen Eltern tatsächlich hinter sich lassen? Nasser hat diese Frage nach dem Prozess klar verneint. Er sagt, er hätte sich gewünscht, dass sein Vater die Kraft gehabt hätte, vor Gericht zu erscheinen. Er schließe aber nicht aus, dass sie sich irgendwann wieder begegneten. ""Nach allem, was passiert ist, ist es immer noch meine Familie."" "	2337	False
2340	DieGruenen	11	0	welt.de	DIE WELT	Die Grünen, eine Spaßpartei minus Spaß	Mit einer seltsamen Bilderstrecke zum Weltfrauentag haben sich die Grünen einen Shitstorm eingefangen. Immer deutlicher wird: Die Partei welkt und ist dort angelangt, wo die FDP vor zehn Jahren war.	article	http://img.welt.de/img/deutschland/crop138272299/0156939318-ci3x2l-w900/Sylvia-Loehrmann.jpg	http://www.welt.de/politik/deutschland/article138270137/Die-Gruenen-eine-Spasspartei-minus-Spass.html	"Von Ulf Poschardt Ulf Poschardt Biografie und alle Artikel des Autors Twitter Stv. Chefredakteur der WELT-Gruppe Was wollen uns die Grünen mit dieser Kampagne zum Weltfrauentag bloß sagen? Dass die Frauenquote zum Kotzen ist? Viel Raum zur Interpretation lässt dieses Motiv jedenfalls nicht. 1/3 Foto: B90-Die Grünen NRW/CC BY-SA 2.0 Früher umarmten die Grünen Bäume, heute lieber sich selbst, so wie hier Sylvia Löhrmann, immerhin Bildungsministerin in NRW. Auch ... 1/3 Foto: B90-Die Grünen NRW/CC BY-SA 2.0 ... dieses Motiv hinterlässt den Betrachter am Ende einfach nur sprachlos. 1/3 Foto: B90-Die Grünen NRW/CC BY-SA 2.0 Egal wie orientierungslos, zerstritten und irrwitzig sich die Grünen in ihrer steilen Politkarriere präsentiert haben, auf eines konnten sie sich in der Regel blind verlassen: Dass sie gute Kampagnen stellten, einen hypermodernen Wahlkampf führten und in der politischen Kommunikation stilbildend waren. Diese Zeiten scheinen vorüber. Die Grünen in NRW haben mit ihren lahm vom lässigen ""SZ-Magazin"" abgekupferten Bildstrecken zum Weltfrauentag eine Welle von Hohn und Spott im Netz geerntet. Die optische Krönung der Bilderserie zeigt die stellvertretende Ministerpräsidentin des bevölkerungsreichsten Bundeslandes bei der Selbstumarmung. Da die Grünen in der Regel humor- und selbstironiefrei sind, rätseln In- und Outsider der Berliner Republik, was diese einsame Geste bedeuten soll. Einige vermuten, dass die Juteunterwäsche kratzt, andere wittern eine Verschwörung: Hat eine rechte Werbeagentur die Partei unterwandert? Oder klopft sich die Ministerin gar selbst auf die Schulter? Die jüngeren Grünen tun, was sie in der Regel immer tun: Sie mimen die Ausgeburt der Rebellion und sind doch stets jene unartigen Bürgerkinder, die längst im Sinnzentrum von Etabliertheit und Kulturhegemonie angekommen sind. Der ehemalige Bundesvorstand Malte Spitz übergibt sich vor der Kamera, wenn es um die Frauenquote der GroKo geht. Die Grünen welken. Sie sind eine etablierte Partei geworden und weigern sich diese Rolle anzunehmen. Die Fraktionschefin im Bund, Katrin Göring-Eckardt, streitet sich im ""Stern"" mit Sophia Thomalla. Das aber ziemlich inspiriert. Aber dennoch: Die Grünen sind da, wo die FDP vor zehn Jahren war. Eine Spaßpartei minus Spaß. © WeltN24 GmbH 2016. Alle Rechte vorbehalten "	2340	False
2345	DieGruenen	11	0	youtube.com	YouTube	Herman van Veen - Ich frag mich	Herman van Veen - Ich frag mich --- Mein Beitrag zum Ergebnis der Bundestagswahl 2009	video	https://i.ytimg.com/vi/6d_kUfE_qqI/hqdefault.jpg	https://www.youtube.com/watch?v=6d_kUfE_qqI		2345	False
2347	DieGruenen	11	0	longboardmagazin.de	40inch Longboardmagazin	Longboard Straßenverkehrsordnung Petition	Longboard Straßenverkehrsordnung Petition    Bei den Recherchen zur Aprilausgabe der 40inch, kam auch wieder das leidige Thema Straßenverkehrsordnung auf den Tisch.    De facto möchten wir nicht, d...	article	http://longboardmagazin.de/wp-content/uploads/2015/03/11067491_824657057605823_7937156063898761229_n.jpg	http://longboardmagazin.de/longboard-strassenverkehrsordnung-petition/	Mrz 12, 2015 von Redaktion - Longboard Straßenverkehrsordnung Petition Longboard Straßenverkehrsordnung Petition Bei den Recherchen zur Aprilausgabe der 40inch, kam auch wieder das leidige Thema Straßenverkehrsordnung auf den Tisch. De facto möchten wir nicht, dass Longboards in den Straßenverkehr eingreifen. Damit meinen wir den Bereich, in dem auch motoriserte Vehikel unterwegs sind. Mit dieser Meinung stehen wir nicht alleine da. Das Gefährdungspotenial ist einfach zu groß. Laut StVO gilt folgendes: (Quelle Wikipedia) „Gemäß der Straßenverkehrsordnung (StVO) §24 Abs. 1 gilt das Skateboard nicht als Fahrzeug, sondern als ein Fortbewegungsmittel auf derselben rechtlichen Grundlage wie ein Rollstuhl und ein Rodelschlitten. Für solche Fortbewegungsmittel gelten in Deutschland die straßenverkehrsrechtlichen Vorschriften für Fußgänger. Daraus folgt, dass Skateboards auf Fahrbahnen nicht benutzt werden dürfen, da diese laut StVO § 2 Abs. 1 den Fahrzeugen vorbehalten sind. Des Weiteren ist die Benutzung von Skateboards auf Radwegen untersagt, da für Skateboardfahrer die gleichen Vorschriften gelten wie für Fußgänger im Verkehrsraum. Beim Skateboardfahren ist man also verpflichtet, den Gehweg zu benutzen.“ Dies bedeutet, strafbar macht sich derjenige, der sich außerhalb des Gehwegs befindet –  oder die Geschwindigkeit von 6 Stundenkilometer überschreitet. Und dies ist in fast allen Fahrsituationen der Fall. Im Laufe des letzten Jahres wurden weit über 100.000 Longboards verkauft. Mit den schon im Vorjahr verkauften, den Skateboards und der Masse an Brettern, die in diesem Jahr einen neuen Besitzer finden werden, rechnen wir mit weit mehr als 500.000 Rollbrettfreunden. Und die Nutzung ist illegal… Den Bußgeldkatalog richtig einzuordnen fällt schwer. Die Strafe für das Benutzen von Radwegen ist nicht ganz klar ausgewiesen – aber dennoch ein IST Zustand. Dies gilt auch für viele andere Sport- und Fortbewegungsmitte wie Rollerblades. Aber wir wollen uns nun auf das Longboard- bzw. Skateboard fokussieren. Sollte es also zum Supergau kommen  und die Polizei sich entscheiden Ordnungsgelder durchzusetzen, so kann dies unter Umständen sehr teuer werden. Noch schlimmer sieht es beim versicherungstechnischen Aspekt aus, denn im Falle eines Unfalls greift keine Versicherung. Einige Benutzergruppen werden nun das übliche „we-are-punk-rock“ von sich geben. Dies ist für den Tatbestand der Ordnungswidrigkeit aber nicht relevant und recht egoistisch. Auf der einen Seite haben wir einen Kern von vielleicht 1000 (genaue Zahlen liegen nicht vor) Longboardern, die das Longboarden als Sport ausübt und auf hohem Niveau fährt. Auf der anderen Seite eine gigantische Masse an Hobbyfahrern oder Commutern, die tagtäglich über Deutschlands Radwege rollern. „Unwissenheit schützt vor Strafe nicht“  Seitens der Verbände die in Deutschland wohl existent sind – jedoch keine offensichtliche Arbeit leisten – kommt hier kein Vorstoß. Deshalb nun unsere Petition: Wir bitten um die Erlaubnis Longboards/Skateboards auf öffentlichen Radwegen zu nutzen.   	2347	False
